row_id,split,date,timestamp,prediction_time,prediction_timestamp,location,forecast_high,actual_high,forecast_horizon_hours,forecast_error,mu,sigma,nll,distribution_type,sigma_scale
109,validation,2024-01-05,2024-01-05 18:00:00,2024-01-05 18:00:00,2024-01-05 18:00:00,NYC,38.93000000000004,37.0,-3.0,-1.93,-0.6786185451815778,0.8317545345703162,1.8664929692339072,normal,1.0
110,validation,2024-01-05,2024-01-05 19:00:00,2024-01-05 19:00:00,2024-01-05 19:00:00,NYC,38.93000000000004,37.0,-4.0,-1.93,-0.672169444814358,0.8306998645980196,1.879824960513014,normal,1.0
111,validation,2024-01-05,2024-01-05 20:00:00,2024-01-05 20:00:00,2024-01-05 20:00:00,NYC,38.93000000000004,37.0,-5.0,-1.93,-0.7341185066406988,0.8278353011502587,1.773415684140933,normal,1.0
112,validation,2024-01-05,2024-01-05 21:00:00,2024-01-05 21:00:00,2024-01-05 21:00:00,NYC,38.93000000000004,37.0,-6.0,-1.93,-0.7453418684418001,0.8278353011502587,1.7539226026429917,normal,1.0
113,validation,2024-01-05,2024-01-05 22:00:00,2024-01-05 22:00:00,2024-01-05 22:00:00,NYC,38.93000000000004,37.0,-7.0,-1.93,-0.7380927786086708,0.822304008685164,1.7737789922779215,normal,1.0
114,validation,2024-01-05,2024-01-05 23:00:00,2024-01-05 23:00:00,2024-01-05 23:00:00,NYC,38.93000000000004,37.0,-8.0,-1.93,-0.7400241815300972,0.8228052265101564,1.7697113266237763,normal,1.0
115,validation,2024-01-06,2024-01-06 01:00:00,2024-01-06 01:00:00,2024-01-06 01:00:00,NYC,38.03000000000005,38.0,14.0,-0.03,0.5075029239697376,2.1266620102815676,1.7054321382891224,normal,1.0
116,validation,2024-01-06,2024-01-06 02:00:00,2024-01-06 02:00:00,2024-01-06 02:00:00,NYC,38.03000000000005,38.0,13.0,-0.03,0.5246613690416739,2.123034036246554,1.7059128336927518,normal,1.0
117,validation,2024-01-06,2024-01-06 03:00:00,2024-01-06 03:00:00,2024-01-06 03:00:00,NYC,38.03000000000005,38.0,12.0,-0.03,0.5552395969170129,2.1266620102815676,1.7113573705123304,normal,1.0
118,validation,2024-01-06,2024-01-06 04:00:00,2024-01-06 04:00:00,2024-01-06 04:00:00,NYC,38.03000000000005,38.0,11.0,-0.03,0.5701657333003489,2.123034036246554,1.7117422639346185,normal,1.0
119,validation,2024-01-06,2024-01-06 05:00:00,2024-01-06 05:00:00,2024-01-06 05:00:00,NYC,38.03000000000005,38.0,10.0,-0.03,0.5769379841358856,2.123034036246554,1.7126491102935555,normal,1.0
120,validation,2024-01-06,2024-01-06 06:00:00,2024-01-06 06:00:00,2024-01-06 06:00:00,NYC,38.03000000000005,38.0,9.0,-0.03,0.5746123825751545,1.9909588754911531,1.653665367679852,normal,1.0
